step,steer,drift,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,q_w,q_x,q_y,q_z,drift_input,slip,trigger,trigger_timer,linger_timer
144,0,0,0.73399967,-13.6277018,0.061805211,5.50811815,-16.1098175,0.694420695,2.63388721e-11,-1.14655018,0.994416654,0.953445077,0.00941889174,-0.115302384,0.278520405,0,0,0,0,0
145,0,0,0.761978745,-13.7079105,0.0654003173,5.59581947,-16.0417976,0.719020903,3.01907943e-11,-1.15781319,0.906739771,0.952473044,0.00996363349,-0.118082657,0.280652404,0,0,0,0,0
146,0,0,0.790389955,-13.7877808,0.0691202059,5.68224573,-15.9739962,0.743977129,3.18127295e-11,-1.16893506,0.826628685,0.951541603,0.0105396975,-0.120885886,0.282589763,0,0,0,0,0
147,0,0,0.819226325,-13.8673134,0.0729664192,5.76727915,-15.9065542,0.769243121,3.59300367e-11,-1.1798948,0.753446758,0.950646579,0.0111454893,-0.12371175,0.284349173,0,0,0,0,0
148,0,0,0.848480403,-13.9465113,0.0769402906,5.85081816,-15.8395987,0.794774473,3.3544563e-11,-1.19067395,0.686609566,0.949784458,0.0117794815,-0.126559883,0.285946071,0,0,0,0,0
149,0,0,0.878144264,-14.0253773,0.0810429305,5.93277693,-15.773243,0.820528448,3.35821093e-11,-1.20125651,0.625580847,0.948951602,0.0124402121,-0.129429892,0.287394464,0,0,0,0,0
150,0,0,0.908209682,-14.1039152,0.0852752477,6.0130825,-15.7075882,0.846463978,3.57142926e-11,-1.21162844,0.569868386,0.948144615,0.0131262811,-0.132321313,0.288707107,0,0,0,0,0
151,0,0,0.938668072,-14.1821289,0.0896379575,6.09167433,-15.6427221,0.872541726,3.65294878e-11,-1.2217778,0.519020617,0.947360516,0.0138363475,-0.135233626,0.289895624,0,0,0,0,0
152,0,0,0.969510555,-14.2600222,0.094131574,6.16850185,-15.5787239,0.898723841,3.7446015e-11,-1.23169422,0.472623229,0.946596324,0.0145691391,-0.138166368,0.290970832,0,0,0,0,0
153,0,0,1.00072813,-14.3376007,0.0987564474,6.24352551,-15.5156612,0.924974144,3.50660508e-11,-1.24136925,0.430296123,0.945849419,0.0153234331,-0.141118988,0.291942388,0,0,0,0,0
154,0,0,1.03231168,-14.4148684,0.103512734,6.31671333,-15.4535923,0.951257944,3.64233227e-11,-1.25079548,0.39169085,0.945117116,0.0160980616,-0.144090891,0.292819083,0,0,0,0,0
155,0,0,1.0642519,-14.4918308,0.108400442,6.3880415,-15.3925667,0.977542102,3.75089855e-11,-1.25996721,0.356487781,0.944397211,0.0168919116,-0.147081494,0.293609083,0,0,0,0,0
156,0,0,1.09653938,-14.5684938,0.113419414,6.45749331,-15.3326273,1.00379491,3.73881794e-11,-1.26887977,0.324394017,0.943687439,0.0177039243,-0.150090188,0.294319808,0,0,0,0,0
157,0,0,1.1291647,-14.6448631,0.118569344,6.52505875,-15.2738094,1.02998602,3.70190267e-11,-1.2775296,0.29514116,0.942985892,0.018533092,-0.153116435,0.294958055,0,0,0,0,0
158,0,0,1.16211832,-14.7209435,0.123849779,6.59073305,-15.2161417,1.05608678,3.67948241e-11,-1.28591418,0.268483222,0.942290604,0.0193784423,-0.156159535,0.295529872,0,0,0,0,0
159,0,0,1.19539094,-14.7967415,0.129260123,6.6545167,-15.159647,1.08206975,3.64784487e-11,-1.29403174,0.244194999,0.941599905,0.0202390645,-0.159218907,0.296040893,0,0,0,0,0
160,0,0,1.22897303,-14.872263,0.134799674,6.71641493,-15.1043415,1.10790896,3.63549399e-11,-1.30188155,0.222070247,0.940912247,0.0211140849,-0.162293911,0.296496183,0,0,0,0,0
161,0,0,1.26285517,-14.9475145,0.140467569,6.77643681,-15.0502386,1.13357961,3.53213431e-11,-1.30946338,0.201920167,0.940226138,0.0220026616,-0.165383875,0.296900362,0,0,0,0,0
162,0,0,1.29702818,-15.022501,0.146262854,6.8345952,-14.9973459,1.15905833,3.42626275e-11,-1.31677783,0.183571979,0.939540327,0.0229040142,-0.16848819,0.297257751,0,0,0,0,0
163,0,0,1.33148277,-15.097229,0.152184471,6.89090633,-14.9456682,1.18432295,3.4257451e-11,-1.32382596,0.166867673,0.938853502,0.0238173921,-0.171606272,0.297572255,0,0,0,0,0
164,0,0,1.36620975,-15.1717052,0.158231229,6.94538927,-14.8952055,1.20935273,3.5269964e-11,-1.33060932,0.151662692,0.938164651,0.0247420743,-0.174737468,0.29784736,0,0,0,0,0
165,0,0,1.40120006,-15.2459354,0.164401874,6.99806595,-14.8459549,1.234128,3.5187301e-11,-1.33713019,0.137824878,0.937472582,0.0256773774,-0.177881122,0.298086226,0,0,0,0,0
166,0,0,1.43644488,-15.3199253,0.170695022,7.04895973,-14.7979107,1.25863039,3.5574925e-11,-1.34339094,0.125233471,0.936776578,0.0266226511,-0.181036621,0.298291832,0,0,0,0,0
167,0,0,1.47193539,-15.3936806,0.177109241,7.09809637,-14.7510653,1.28284252,3.534701e-11,-1.34939444,0.113778122,0.936075628,0.0275772829,-0.184203357,0.298466772,0,0,0,0,0
168,0,0,1.50766289,-15.4672079,0.183642983,7.14550352,-14.7054081,1.30674815,3.53781449e-11,-1.3551439,0.103357993,0.935369134,0.0285406914,-0.187380746,0.298613578,0,0,0,0,0
169,0,0,1.54361892,-15.5405121,0.190294638,7.19121027,-14.6609268,1.33033228,3.54623206e-11,-1.36064279,0.0938809961,0.934656262,0.0295123123,-0.190568119,0.298734367,0,0,0,0,0
170,0,0,1.57979512,-15.6135998,0.197062537,7.23524714,-14.6176071,1.35358083,3.5249588e-11,-1.36589479,0.0852631032,0.933936357,0.0304916091,-0.193764865,0.298831016,0,0,0,0,0
171,0,0,1.6161834,-15.6864767,0.203944936,7.27764511,-14.5754337,1.3764807,3.48505322e-11,-1.37090385,0.0774275661,0.933209002,0.0314780883,-0.196970448,0.298905492,0,0,0,0,0
172,0,0,1.65277553,-15.7591486,0.210940033,7.31843615,-14.5343895,1.39901984,3.48490854e-11,-1.37567401,0.0703044087,0.93247354,0.0324712768,-0.200184301,0.298959523,0,0,0,0,0
173,0,0,1.68956375,-15.8316212,0.218045965,7.35765362,-14.4944563,1.42118716,3.49762892e-11,-1.38020957,0.0638297424,0.931729555,0.0334707089,-0.203405842,0.298994541,0,0,0,0,0
174,0,0,1.72654045,-15.9038992,0.225260824,7.39533043,-14.455616,1.44297242,3.50712619e-11,-1.38451481,0.057945326,0.930976629,0.0344759412,-0.206634432,0.299011886,0,0,0,0,0
175,0,0,1.76369798,-15.9759884,0.232582659,7.43150091,-14.4178486,1.46436632,3.4657225e-11,-1.38859415,0.0525980741,0.930214405,0.0354865789,-0.209869608,0.29901287,0,0,0,0,0
176,0,0,1.80102897,-16.0478935,0.240009457,7.4661994,-14.3811331,1.48536026,3.44650489e-11,-1.39245224,0.047739543,0.929442525,0.0365022235,-0.21311079,0.298998564,0,0,0,0,0
177,0,0,1.83852625,-16.1196213,0.247539192,7.49946022,-14.3454485,1.50594664,3.44241684e-11,-1.39609361,0.0433256216,0.928660691,0.0375224873,-0.21635741,0.298970044,0,0,0,0,0
178,0,0,1.87618279,-16.1911755,0.255169779,7.53131819,-14.3107729,1.52611852,3.43758598e-11,-1.3995229,0.0393161029,0.927868664,0.0385470241,-0.219608977,0.298928231,0,0,0,0,0
179,0,0,1.91399181,-16.2625618,0.262899131,7.56180763,-14.2770853,1.54586971,3.41090697e-11,-1.40274489,0.0356743559,0.927066147,0.0395755023,-0.222864971,0.298874021,0,0,0,0,0
180,0,0,1.95194662,-16.3337841,0.270725101,7.59096336,-14.2443638,1.56519473,3.38183578e-11,-1.4057641,0.0323670246,0.926253021,0.0406075902,-0.226124913,0.298808157,0,0,0,0,0
181,0,0,1.99004066,-16.4048462,0.278645545,7.61881971,-14.2125854,1.5840888,3.36247766e-11,-1.40858531,0.0293637328,0.925429046,0.0416429713,-0.229388267,0.298731327,0,0,0,0,0
182,0,0,2.02826762,-16.4757557,0.286658287,7.64541054,-14.1817284,1.60254776,3.34908212e-11,-1.41121316,0.026636824,0.924594104,0.0426813737,-0.232654572,0.298644215,0,0,0,0,0
183,0,0,2.06662154,-16.5465145,0.294761121,7.67077017,-14.1517696,1.62056816,3.34249226e-11,-1.4136523,0.024161119,0.923748076,0.0437224992,-0.235923335,0.298547387,0,0,0,0,0
184,0,0,2.1050961,-16.6171284,0.302951843,7.69493198,-14.1226873,1.638147,3.33805553e-11,-1.41590738,0.0219136979,0.922890842,0.0447660908,-0.23919414,0.29844141,0,0,0,0,0
185,0,0,2.14368582,-16.6876011,0.311228245,7.71792889,-14.0944595,1.6552819,3.33989884e-11,-1.41798294,0.0198737253,0.922022223,0.0458118841,-0.242466465,0.298326731,0,0,0,0,0
186,0,0,2.18238473,-16.7579365,0.319588095,7.73979425,-14.0670633,1.67197108,3.33175466e-11,-1.41988361,0.0180222243,0.92114234,0.0468596444,-0.245739922,0.298203826,0,0,0,0,0
187,0,0,2.22118759,-16.8281384,0.328029156,7.76056051,-14.0404778,1.68821311,3.31420308e-11,-1.42161381,0.0163419452,0.920250952,0.0479091294,-0.24901402,0.298073053,0,0,0,0,0
188,0,0,2.26008892,-16.8982124,0.336549193,7.78025961,-14.0146799,1.70400727,3.30847572e-11,-1.42317796,0.0148171894,0.919348121,0.0489601269,-0.252288401,0.29793483,0,0,0,0,0
189,0,0,2.29908347,-16.9681606,0.345145971,7.79892254,-13.9896488,1.7193532,3.30649189e-11,-1.42458057,0.0134336893,0.918433845,0.0500124209,-0.255562663,0.297789454,0,0,0,0,0
190,0,0,2.33816648,-17.0379868,0.353817225,7.81658077,-13.9653635,1.7342509,3.29712264e-11,-1.42582583,0.0121784722,0.917507887,0.0510658138,-0.258836389,0.297637284,0,0,0,0,0
191,0,0,2.37733269,-17.1076965,0.362560719,7.83326483,-13.941802,1.74870086,3.28782557e-11,-1.42691803,0.0110397357,0.916570485,0.0521201044,-0.26210919,0.297478616,0,0,0,0,0
192,0,0,2.41657782,-17.1772919,0.371374249,7.84900427,-13.9189444,1.76270401,3.27993743e-11,-1.42786145,0.0100067509,0.915621579,0.0531751141,-0.265380681,0.297313631,0,0,0,0,0
193,0,0,2.45589685,-17.2467766,0.38025555,7.86382818,-13.8967705,1.77626157,3.27263147e-11,-1.42866004,0.00906978734,0.914661169,0.0542306602,-0.268650472,0.297142595,0,0,0,0,0
194,0,0,2.49528575,-17.3161526,0.389202416,7.87776566,-13.8752594,1.78937507,3.26269949e-11,-1.42931795,0.00821997505,0.913689256,0.0552865528,-0.271918148,0.296965659,0,0,0,0,0
195,0,0,2.53473997,-17.3854237,0.398212641,7.89084482,-13.8543921,1.80204642,3.26275049e-11,-1.42983913,0.00744927395,0.912705898,0.0563426726,-0.275183529,0.296783179,0,0,0,0,0
196,0,0,2.57425547,-17.4545937,0.407284021,7.90309334,-13.8341494,1.81427801,3.25967517e-11,-1.43022752,0.00675037783,0.911711097,0.0573988445,-0.278446198,0.296595246,0,0,0,0,0
197,0,0,2.61382818,-17.5236664,0.41641438,7.91453791,-13.8145123,1.82607222,3.25569745e-11,-1.43048692,0.00611663889,0.91070497,0.0584549122,-0.281705797,0.296402067,0,0,0,0,0
198,0,0,2.6534543,-17.5926437,0.425601542,7.92520523,-13.7954617,1.83743191,3.24755257e-11,-1.43062103,0.00554203475,0.909687519,0.059510719,-0.284961939,0.296203703,0,0,0,0,0
199,0,0,2.69313002,-17.6615295,0.434843332,7.93512058,-13.7769794,1.84836006,3.24369559e-11,-1.43063343,0.00502107572,0.908658803,0.0605661459,-0.288214386,0.296000361,0,0,0,0,0
200,0,0,2.73285151,-17.7303257,0.444137633,7.94430971,-13.7590485,1.85886002,3.23881581e-11,-1.43052781,0.00454879459,0.90761888,0.0616210662,-0.291462868,0.295792192,0,0,0,0,0
201,0,0,2.77261543,-17.7990341,0.4534823,7.95279694,-13.7416506,1.86893535,3.23250281e-11,-1.43030763,0.00412067259,0.906567812,0.0626753569,-0.29470709,0.295579374,0,0,0,0,0
202,0,0,2.81241846,-17.8676586,0.462875247,7.9606061,-13.7247696,1.87858975,3.2285577e-11,-1.42997634,0.00373260211,0.905505657,0.0637288839,-0.297946692,0.295361906,0,0,0,0,0
203,0,0,2.85225725,-17.9362011,0.472314388,7.96776104,-13.7083883,1.88782728,3.22251774e-11,-1.42953742,0.00338086695,0.904432595,0.0647815391,-0.301181495,0.295139939,0,0,0,0,0
204,0,0,2.89212871,-18.0046635,0.481797636,7.97428417,-13.6924896,1.89665186,3.21503518e-11,-1.42899394,0.00306208758,0.903348505,0.065833196,-0.304411083,0.29491353,0,0,0,0,0
205,0,0,2.93202972,-18.0730495,0.491322964,7.98019791,-13.6770592,1.90506792,3.20889738e-11,-1.42834914,0.00277318805,0.902253747,0.0668837577,-0.307635367,0.29468286,0,0,0,0,0
206,0,0,2.97195745,-18.1413593,0.500888348,7.9855237,-13.6620808,1.91307986,3.20470941e-11,-1.42760623,0.00251139095,0.90114814,0.0679331198,-0.310854018,0.294447988,0,0,0,0,0
207,0,0,3.01190877,-18.2095966,0.510491788,7.99028301,-13.6475391,1.92069232,3.19778405e-11,-1.42676818,0.00227417098,0.900031984,0.0689811781,-0.314066738,0.294208944,0,0,0,0,0
208,0,0,3.05188131,-18.2777634,0.52013135,7.99449635,-13.633419,1.92791009,3.19111265e-11,-1.42583799,0.00205923617,0.898905158,0.0700278729,-0.317273349,0.293965876,0,0,0,0,0
209,0,0,3.09187222,-18.3458614,0.529805064,7.99818373,-13.6197071,1.93473792,3.18586234e-11,-1.42481852,0.00186450023,0.897767901,0.0710730776,-0.320473611,0.293718785,0,0,0,0,0
210,0,0,3.13187909,-18.4138927,0.539510965,8.00136471,-13.606389,1.94118071,3.17978144e-11,-1.42371261,0.00168807735,0.896620333,0.0721166953,-0.323667288,0.29346773,0,0,0,0,0
211,0,0,3.17189932,-18.4818592,0.549247205,8.00405788,-13.5934505,1.94724357,3.17449123e-11,-1.42252302,0.00152825704,0.895462513,0.073158659,-0.32685414,0.293212801,0,0,0,0,0
212,0,0,3.21193075,-18.5497627,0.559011877,8.00628185,-13.5808792,1.95293164,3.16958196e-11,-1.42125249,0.00138348504,0.8942945,0.0741988868,-0.330034018,0.292954117,0,0,0,0,0
213,0,0,3.25197101,-18.6176052,0.568803132,8.00805378,-13.5686617,1.95825028,3.16343063e-11,-1.41990364,0.00125235401,0.893116415,0.075237304,-0.333206683,0.292691678,0,0,0,0,0
214,0,0,3.29201794,-18.6853886,0.578619182,8.00939178,-13.5567856,1.96320462,3.15763873e-11,-1.41847897,0.0011335829,0.891928315,0.0762738287,-0.336371928,0.292425543,0,0,0,0,0
215,0,0,3.3320694,-18.7531147,0.58845818,8.01031303,-13.5452385,1.96780014,3.1525494e-11,-1.41698098,0.00102601654,0.890730381,0.0773083791,-0.339529604,0.292155772,0,0,0,0,0
216,0,0,3.37212348,-18.8207855,0.598318398,8.01083374,-13.534008,1.97204232,3.14645324e-11,-1.41541207,0.000928604684,0.889522672,0.0783409178,-0.34267956,0.291882485,0,0,0,0,0
217,0,0,3.41217828,-18.888401,0.608198106,8.01096916,-13.5230827,1.97593665,3.14077653e-11,-1.41377461,0.000840392953,0.888305306,0.079371348,-0.345821589,0.291605651,0,0,0,0,0
218,0,0,3.45223188,-18.9559631,0.618095577,8.01073551,-13.5124521,1.97948861,3.13487084e-11,-1.41207099,0.000760513416,0.887078345,0.0803996176,-0.348955482,0.291325361,0,0,0,0,0
219,0,0,3.49228263,-19.0234737,0.628009081,8.01014805,-13.5021048,1.9827038,3.12953725e-11,-1.41030335,0.000688188826,0.885841966,0.0814256668,-0.35208109,0.291041642,0,0,0,0,0
220,0,0,3.53232884,-19.0909348,0.637937009,8.00922012,-13.4920301,1.98558772,3.12419916e-11,-1.40847385,0.000622705265,0.884596229,0.0824494213,-0.355198234,0.290754497,0,0,0,0,0
221,0,0,3.57236862,-19.1583462,0.647877753,8.007967,-13.4822178,1.98814607,3.11878683e-11,-1.40658462,0.000563420937,0.883341312,0.0834708214,-0.358306736,0.290463984,0,0,0,0,0
222,0,0,3.61240053,-19.2257099,0.657829702,8.00640202,-13.4726582,1.99038446,3.11338594e-11,-1.40463781,0.000509751379,0.882077277,0.0844898522,-0.361406595,0.290170282,0,0,0,0,0
223,0,0,3.65242314,-19.293026,0.667791247,8.00453854,-13.4633408,1.99230862,3.10735361e-11,-1.40263534,0.000461166899,0.880804241,0.0855064094,-0.364497513,0.289873213,0,0,0,0,0
224,0,0,3.69243503,-19.3602982,0.677760839,8.00238895,-13.4542561,1.99392402,3.10202836e-11,-1.40057909,0.000417189149,0.879522264,0.0865204632,-0.367579371,0.289572954,0,0,0,0,0
225,0,0,3.73243475,-19.4275246,0.687737048,7.99996614,-13.4453955,1.99523652,3.09650014e-11,-1.39847112,0.000377384102,0.878231466,0.0875319839,-0.370652199,0.289269567,0,0,0,0,0
226,0,0,3.77242112,-19.494709,0.697718322,7.99728251,-13.4367504,1.9962517,3.09083974e-11,-1.39631319,0.00034135743,0.876931965,0.0885409191,-0.373715699,0.28896299,0,0,0,0,0
227,0,0,3.81239295,-19.5618515,0.707703173,7.994349,-13.4283113,1.99697506,3.08531291e-11,-1.3941071,0.000308752758,0.875623882,0.0895472094,-0.376769871,0.288653344,0,0,0,0,0
228,0,0,3.8523488,-19.628952,0.717690229,7.99117756,-13.4200706,1.99741244,3.07970281e-11,-1.39185464,0.000279246306,0.874307275,0.0905508175,-0.379814506,0.288340628,0,0,0,0,0
229,0,0,3.89228773,-19.6960125,0.727678061,7.98777914,-13.4120197,1.99756932,3.07424017e-11,-1.38955748,0.000252545287,0.872982442,0.0915516987,-0.382849574,0.288024932,0,0,0,0,0
230,0,0,3.93220854,-19.7630329,0.737665296,7.98416376,-13.40415,1.99745131,3.06855825e-11,-1.38721728,0.000228384553,0.871649206,0.0925498083,-0.385874867,0.287706167,0,0,0,0,0
231,0,0,3.97211027,-19.8300152,0.747650623,7.98034239,-13.3964548,1.99706399,3.06301096e-11,-1.3848356,0.000206523517,0.870307803,0.0935451239,-0.388890356,0.28738451,0,0,0,0,0
232,0,0,4.01199198,-19.8969593,0.757632673,7.97632456,-13.3889265,1.99641287,3.05747684e-11,-1.3824141,0.000186744306,0.868958473,0.0945375785,-0.39189586,0.287059903,0,0,0,0,0
233,0,0,4.0518527,-19.9638672,0.767610192,7.97212029,-13.3815584,1.99550343,3.05191601e-11,-1.37995422,0.00016884986,0.867601156,0.0955271721,-0.394891381,0.286732435,0,0,0,0,0
234,0,0,4.09169149,-20.0307388,0.777581871,7.96773863,-13.3743429,1.99434125,3.04644678e-11,-1.37745738,0.000152661567,0.866236031,0.0965138525,-0.39787674,0.286402076,0,0,0,0,0
235,0,0,4.1315074,-20.0975761,0.787546515,7.96318817,-13.3672733,1.9929316,3.04095117e-11,-1.37492514,0.000138017436,0.864863217,0.0974975973,-0.400851965,0.286068946,0,0,0,0,0
236,0,0,4.17129993,-20.1643772,0.797502935,7.95847845,-13.3603439,1.99127996,3.03547742e-11,-1.3723588,0.000124770944,0.863482654,0.0984783694,-0.403816879,0.285733044,0,0,0,0,0
237,0,0,4.21106815,-20.2311459,0.807449877,7.9536171,-13.353548,1.98939168,3.02995545e-11,-1.36975968,0.000112789843,0.8620947,0.0994561389,-0.406771451,0.2853944,0,0,0,0,0
238,0,0,4.2508111,-20.2978802,0.81738621,7.94861269,-13.346879,1.98727214,3.02447269e-11,-1.36712921,0.000101953257,0.860699296,0.100430883,-0.409715593,0.285053074,0,0,0,0,0
239,0,0,4.2905283,-20.3645821,0.82731086,7.94347286,-13.3403311,1.98492646,3.01907666e-11,-1.36446857,9.21527026e-05,0.85929656,0.101402566,-0.412649274,0.284709036,0,0,0,0,0
